cnpj,razao_social,nome_fantasia,porte,mei,data_inicio,cnae_principal,cnae_principal_nome,municipio,bairro,cep
28388616000281,"PRECURSORE HIDROGRAFIA, PROJETOS AQUAVIARIOS E ESTUDOS AMBIENTAIS LTDA",,Empresa de pequeno porte,N,20251103,4291000,"Obras portuárias, marítimas e fluviais",ITAJAI,FAZENDA,88301660
63489024000176,ONIX CONSTRUCAO NAVAL LTDA,ONIX CONSTRUCAO NAVAL,Microempresa,N,20251103,2599399,Fabricação de outros produtos de metal não especificados anteriormente,ITAJAI,CIDADE NOVA,88308650
63498988000180,VIVA ECO PAISAGISMO E SERVICOS PARA EVENTOS LTDA,VIVA ECO PAISAGISMO E SERVICOS PARA EVENTOS,Microempresa,N,20251104,8230001,"Serviços de organização de feiras, congressos, exposições e festas",FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060396
63501430000107,63.501.430 RENATO KRAUS,,Microempresa,S,20251104,7721700,Aluguel de equipamentos recreativos e esportivos,PAPANDUVA,PASSORUIM,89370000
63530767000142,DANIEL DOS SANTOS GOMES,DANIEL OCEANOGRAFIA E SURVEY,Microempresa,N,20251105,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,FLORIANOPOLIS,COSTEIRA DO PIRAJUBAE,88047052
63560117000140,CAMPSINI IMPORTADOS LTDA,CAMPSINI,Microempresa,N,20251107,4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines",FLORIANOPOLIS,INGLESES,88058600
63609347000156,NAPOLI FUTEBOL SAF,,Demais,,20251111,9312300,"Clubes sociais, esportivos e similares",FLORIANOPOLIS,CAMPECHE,88065000
63622220000177,63.622.220 GERALDO JORGE MARTINS DA SILVA,,Microempresa,S,20251111,5320201,Serviços de malote não realizados pelo Correio Nacional,SAO JOSE,FORQUILHAS,88107479
63629193000164,63.629.193 VALMIR BRANCO CORDEIRO,,Microempresa,S,20251112,4399103,Obras de alvenaria,SCHROEDER,CENTRO NORTE,89384436
63734741000116,63.734.741 LUIS HENRIQUE DINNEBIER ADAMS,,Microempresa,S,20251119,5099801,Transporte aquaviário para passeios turísticos,BALNEARIO CAMBORIU,CENTRO,88330388
21168466000413,MASTER SHIPPING LOGISTICA INTERNACIONAL LTDA,MASTER SHIPPING,Empresa de pequeno porte,N,20251007,5232000,Atividades de agenciamento marítimo,ITAJAI,CENTRO,88301320
63751835000101,63.751.835 JOSE RIBAMAR CUNHA RODRIGUES,,Microempresa,S,20251120,7911200,Agências de viagens,FLORIANOPOLIS,INGLESES DO RIO VERMELHO,88058512
63783097000176,63.783.097 MICHEL BORMAN VIANA,,Microempresa,S,20251124,5099801,Transporte aquaviário para passeios turísticos,BALNEARIO CAMBORIU,VILA REAL,88337140
63792788000136,SBM ESPORTES LTDA,SBM ESPORTES,Empresa de pequeno porte,N,20251124,9319199,Outras atividades esportivas não especificadas anteriormente,CHAPECO,SAO CRISTOVAO,89803200
63829087000124,CASA FLORIPA ARTESANATO E SOUVENIRS LTDA,CASA FLORIPA ARTESANATO,Microempresa,N,20251126,4781400,Comércio varejista de artigos do vestuário e acessórios,FLORIANOPOLIS,INGLESES,88058600
63836489000156,63.836.489 MARIBEL VARELA DA SILVA TEBALDI,,Microempresa,S,20251127,7729201,Aluguel de aparelhos de jogos eletrônicos,SAO JOAO DO SUL,TRES COQUEIROS,88970000
63842640000169,63.842.640 ALEX SANDRO DA ROCHA,,Microempresa,S,20251127,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista,ITAJAI,CORDEIROS,88311240
63848199000122,63.848.199 AMILTON ALVARO MARTINS,,Microempresa,S,20251127,5099801,Transporte aquaviário para passeios turísticos,FLORIANOPOLIS,BARRA DA LAGOA,88061423
63340687000124,63.340.687 ALEXANDRE PESSOA CRUZ,,Microempresa,S,20251023,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,CENTRO,88015070
62429904000194,UNNO CONEXOES GLOBAIS LTDA,UNNO,Demais,,20250827,4693100,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",JOINVILLE,SAGUACU,89221008
63188819000144,ULTRA MARINE LTDA,ULTRA MARINE,Microempresa,N,20251014,3012100,Construção de embarcações para esporte e lazer,ARAQUARI,AREIAS PEQUENAS,89245000
36277498000262,GOMOOV COMERCIO E LOCACAO LTDA,,Demais,,20251201,7721700,Aluguel de equipamentos recreativos e esportivos,ITAPEMA,MEIA PRAIA,88220000
49592211000230,OFERTA ATIVA COMERCIO ELETRONICO GERAL LTDA,,Demais,N,20251202,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",ITAJAI,CENTRO,88302203
63899175000100,63.899.175 LUANA REBOUCAS,,Microempresa,S,20251202,5812301,Edição de jornais diários,TIMBO,ESTADOS,89093592
63917400000186,63.917.400 CARMEN LUCIA PINHO BORGES,,Microempresa,S,20251203,7911200,Agências de viagens,FLORIANOPOLIS,CAMPECHE,88063680
63924844000149,TARDEZINHA BAR E ARENA LTDA,,Microempresa,N,20251204,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",SAO MIGUEL DO OESTE,CENTRO,89900000
63942815000100,63.942.815 JONATHAS MONROE RIBEIRO,,Microempresa,S,20251205,5099801,Transporte aquaviário para passeios turísticos,BOMBINHAS,SERTAOZINHO,88215000
63595710000121,GO ONE SPORTS ARENA LTDA,GO ONE BEACH ARENA,Microempresa,N,20251110,9311500,Gestão de instalações de esportes,SAO JOAQUIM,RECANTOS,88600000
63975602000184,63.975.602 AMANDHA FABIA DE PAULA DA SILVA,,Microempresa,S,20251208,8230001,"Serviços de organização de feiras, congressos, exposições e festas",CONCORDIA,PARQUE DE EXPOSICOES,89711330
63987989000199,KLEYTON LOCACOES DE BRINQUEDOS LTDA,LOCACAO DE BRINQUEDOS,Microempresa,N,20251209,7721700,Aluguel de equipamentos recreativos e esportivos,BRUSQUE,LIMEIRA BAIXA,88356068
64077095000124,64.077.095 MAIKON ALVES DE FREITAS,,Microempresa,S,20251216,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,INDAIAL,ESTRADA DAS AREIAS,89087292
64096604000166,GRILLO REFRIGERACAO NAUTICA LTDA,,Empresa de pequeno porte,N,20251217,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores,IMBITUBA,ALTO ARROIO,88780000
64159639000105,64.159.639 EDUARDO WAGNER ZENTHOFER DE SOUZA,,Microempresa,S,20251224,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores,FLORIANOPOLIS,SAO JOAO DO RIO VERMELHO,88060428
46804570000216,MOREIRA ESPORTES LTDA,,Microempresa,N,20251229,4763602,Comércio varejista de artigos esportivos,WITMARSUM,CENTRO,89157000
64189837000103,MAGNATTO SUPERCARS LTDA,MAGNATTO SUPERCARS,Demais,,20251218,4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados",FLORIANOPOLIS,CENTRO,88015100
64331890000105,64.331.890 HENRIQUE MANOEL INTHURN DE SOUZA,,Microempresa,S,20260107,7721700,Aluguel de equipamentos recreativos e esportivos,ITAPEMA,ILHOTA,88220000
64396742000160,64.396.742 RUAN GIRAO SILVA,,Microempresa,S,20260111,3317102,Manutenção e reparação de embarcações para esporte e lazer,PALHOCA,MADRI,88136325
64401547000181,64.401.547 LETICIA BOTELHO VASCONCELLOS,,Microempresa,S,20260111,4763604,"Comércio varejista de artigos de caça, pesca e camping",CAMBORIU,CONDE VILA VERDE,88348690
64409190000188,64.409.190 VAGNER JACINTO MACHADO,,Microempresa,S,20260112,4520006,Serviços de borracharia para veículos automotores,TIJUCAS,PRACA,88200350
64423672000192,64.423.672 LUIS ALBERTO FLORES HORNA,,Microempresa,S,20260112,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,BARRA DA LAGOA,88061240
64496519000195,KEFI SPORTS CLUB ASSESSORIA ESPORTIVA LTDA,KEFI SPORTS,Microempresa,N,20260115,9319199,Outras atividades esportivas não especificadas anteriormente,FLORIANOPOLIS,CAPOEIRAS,88090100
23153568000300,GOLDEN FENIX NEGOCIOS EMPRESARIAIS LTDA,,Demais,N,20260116,4763602,Comércio varejista de artigos esportivos,ITAJAI,ITAIPAVA,88318111
64556342000175,64.556.342 EDIVANEA PEREIRA DE SOUSA,,Microempresa,S,20260118,2542000,"Fabricação de artigos de serralheria, exceto esquadrias",SAO JOSE,FORQUILHINHA,88106645
64561109000180,64.561.109 ADSON MATHEUS PEREIRA AFONSO,,Microempresa,S,20260119,5611201,Restaurantes e similares,JOINVILLE,AVENTUREIRO,89225052
64564170000181,DC EVENTOS LTDA,,Microempresa,N,20260119,8230001,"Serviços de organização de feiras, congressos, exposições e festas",SAO JOSE,SERRARIA,88115556
64565836000116,FEDERACAO DE ESPORTES ELETRONICOS DE SANTA CATARINA (FEESC),,Demais,,20250818,9319101,Produção e promoção de eventos esportivos,FLORIANOPOLIS,LAGOA DA CONCEICAO,88062490
64567979000167,64.567.979 ALEX PEREIRA LIMA,,Microempresa,S,20260119,3317102,Manutenção e reparação de embarcações para esporte e lazer,JOINVILLE,COSTA E SILVA,89220700
64574725000176,64.574.725 VICTOR ANTONIO RAMOS PEREIRA,,Microempresa,S,20260119,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",ITAJAI,CENTRO,88302201
64575275000136,CONVENIENCIAS DA PRAIA LTDA,CONVENIENCIAS DA PRAIA,Microempresa,N,20260116,4729602,Comércio varejista de mercadorias em lojas de conveniência,FLORIANOPOLIS,CANASVIEIRAS,88054150
64597400000109,CAMPOS SOUZA DIVERSOES LTDA,,Microempresa,N,20260115,7721700,Aluguel de equipamentos recreativos e esportivos,LAGES,GUARUJA,88521220
64602209000108,64.602.209 WESLEY SILVA DOS SANTOS,,Microempresa,S,20260120,5099801,Transporte aquaviário para passeios turísticos,BALNEARIO CAMBORIU,SAO JUDAS TADEU,88332405
64636431000121,SANDER JET MARINA LTDA,SANDER JET MARINA,Microempresa,N,20260120,5223100,Estacionamento de veículos,PALHOCA,PRAIA DE FORA,88138754
64673683000120,JULIA DE FREITAS DESENVOLVIMENTO CORPORAL LTDA,JF DESENVOLVIMENTO CORPORAL,Microempresa,N,20260119,9313100,Atividades de condicionamento físico,RODEIO,RODEIO 12,89136000
64730133000104,HF PREPARACOES LTDA,HFORCE PREPARACOES,Microempresa,N,20260124,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,JOACABA,VILA REMOR,89600000
64789155000131,64.789.155 DANILO LEONEL SILVA FERREIRA,,Microempresa,S,20260129,5099801,Transporte aquaviário para passeios turísticos,FLORIANOPOLIS,BARRA DA LAGOA,88061250
64845859000184,64.845.859 FELIPI HENRIQUE MAXIMILIANO,,Microempresa,S,20260202,3317102,Manutenção e reparação de embarcações para esporte e lazer,ITAJAI,CIDADE NOVA,88308623
64863068000187,64.863.068 ROBERTO CARLOS FARIAS LIMA,,Microempresa,S,20260202,7721700,Aluguel de equipamentos recreativos e esportivos,TAIO,SEMINARIO,89190000
02852593000220,XFLOAT LTDA,XFLOAT SHOP,Empresa de pequeno porte,N,20260204,3292202,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,SAO JOSE,FORQUILHINHAS,88106520
64941331000109,WR TRAIL ASSESSORIA ESPORTIVA LTDA,WR TRAIL ASSESSORIA ESPORTIVA,Microempresa,N,20260204,9313100,Atividades de condicionamento físico,SAO JOSE,KOBRASOL,88101090
64943634000160,64.943.634 WESLEY DOS SANTOS DO AMARANTE,,Microempresa,S,20260205,5320201,Serviços de malote não realizados pelo Correio Nacional,LAGES,GETHAL,88520491
64984720000111,BRINCARRETA LOCACAO DE BRINQUEDOS LTDA,BRINCARRETA LOCACAO DE BRINQUEDOS,Microempresa,N,20260204,7721700,Aluguel de equipamentos recreativos e esportivos,CURITIBANOS,BOM JESUS,89520000
64990327000130,64.990.327 FRANCISCO JAIR PEREIRA BEZERRA,,Microempresa,S,20260206,5320201,Serviços de malote não realizados pelo Correio Nacional,ITAJAI,ESPINHEIROS,88317365
65017934000181,RGS ATIVIDADE FISICA LTDA,BOX DO FUNCIONAL,Microempresa,N,20260209,9313100,Atividades de condicionamento físico,URUSSANGA,DE VILLA,88840000
65136048000177,ASSOCIACAO MOTO CLUBE TRILHEIROS DO MORREBA,ASSOCIACAO MOTO CLUBE TRILHEIROS DO MORREBA,Demais,,20251208,9499500,Atividades associativas não especificadas anteriormente,CRICIUMA,PEDRO ZANIVAN,88816715
65186849000147,CT BROTHERHOOD LTDA,,Microempresa,N,20260218,9319199,Outras atividades esportivas não especificadas anteriormente,HERVAL D'OESTE,CENTRO,89610000
65188893000196,AR IMPORTACAO E EXPORTACAO COMERCIO E SERVICOS LTDA,AR COMERCIO ON LINE,Demais,,20260218,4665600,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,ITAJAI,CIDADE NOVA,88308001
64951823000185,GIZELI CASARIL,,Microempresa,N,20260205,9319199,Outras atividades esportivas não especificadas anteriormente,ITAJAI,DOM BOSCO,88307070
65230300000102,65.230.300 CRISTIAN MANOEL DOS SANTOS,,Microempresa,S,20260220,5099801,Transporte aquaviário para passeios turísticos,FLORIANOPOLIS,VARGEM DO BOM JESUS,88056590
65281947000163,JOHNNY BARROS DE OLIVEIRA LTDA,JOHNNY BARROS DE OLIVEIRA,Microempresa,N,20260205,9319199,Outras atividades esportivas não especificadas anteriormente,ITAJAI,DOM BOSCO,88307070
65294567000163,CF BRINQUEDOS E DIVERSAO LTDA,JARDIM JULIANA LOCACAO DE BRINQUEDOS,Microempresa,N,20260220,7721700,Aluguel de equipamentos recreativos e esportivos,LAGUNA,CABECUDAS,88790000
65308842000150,65.308.842 MARIA FRANCIELE VELES DA SILVA,,Microempresa,S,20260224,7721700,Aluguel de equipamentos recreativos e esportivos,BLUMENAU,VELHA CENTRAL,89045337
65354261000155,PORT NAUTIC SERVICOS LTDA,PORT NAUTIC SERVICOS,Microempresa,N,20260226,5232000,Atividades de agenciamento marítimo,ITAJAI,CIDADE NOVA,88308645
65462298000105,65.462.298 FRANCIELE TASCHETTO HARTMANN,,Microempresa,S,20260304,7721700,Aluguel de equipamentos recreativos e esportivos,FLORIANOPOLIS,INGLESES DO RIO VERMELHO,88058071
65572502000132,65.572.502 GABRIELA ROXANA SUAREZ SASIA,,Microempresa,S,20260309,8230001,"Serviços de organização de feiras, congressos, exposições e festas",FLORIANOPOLIS,MORRO DAS PEDRAS,88066070
65602212000194,65.602.212 FERNANDO JOSE GUILLEN ZAMORA,,Microempresa,S,20260310,5320201,Serviços de malote não realizados pelo Correio Nacional,PINHALZINHO,BELA VISTA,89870000
65613682000153,65.613.682 EDSON ROGERIO DA SILVA,,Microempresa,S,20260311,7319002,Promoção de vendas,BLUMENAU,CENTRO,89012400
65642211000173,65.642.211 MERICSON ANTONIO CORDERO TOVAR,,Microempresa,S,20260312,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,PALHOCA,PASSA VINTE,88133260
61999592000191,61.999.592 AMANDA PACHECO FERREIRA,,Microempresa,S,20250731,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores",ITAPOA,ITAPEMA DO NORTE,89360872
03599242000646,MEGA JET COMERCIO E REPRESENTACAO LTDA.,,Demais,N,20260313,4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,SAO JOSE,SERRARIA,88115100
65695565000186,65.695.565 KAUA HENRIQUE QUEVEDO FORTES,,Microempresa,S,20260315,5320201,Serviços de malote não realizados pelo Correio Nacional,PALHOCA,CAMINHO NOVO,88132527
65697539000197,NG JARAGUA DO SUL ATIVIDADES FISICAS LTDA,NEXGEN JARAGUA DO SUL,Microempresa,N,20260310,9313100,Atividades de condicionamento físico,JARAGUA DO SUL,CENTRO,89251480
24525779000208,ROTA TRAILERS E MOTORHOMES MULTIMARCAS LTDA,,Empresa de pequeno porte,N,20260316,4763605,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,POUSO REDONDO,FAZENDA VIANA,89172000
65753886000190,65.753.886 KATIA REGINA LUCIANO WILHELM,,Microempresa,S,20260318,1091102,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,BLUMENAU,ITOUPAVAZINHA,89066600
65776982000153,PULSAR LIVE LTDA,PULSAR,Microempresa,N,20260318,8230001,"Serviços de organização de feiras, congressos, exposições e festas",BIGUACU,CENTRO,88160116
65787613000166,STRINGHINI MONTEIRO LTDA,STRINGHINI MONTEIRO,Microempresa,N,20260317,9319199,Outras atividades esportivas não especificadas anteriormente,SAO JOSE,CAMPINAS,88101440
65803763000116,3MB COMERCIO VAREJISTA LTDA,CRESCI E PERDI - BRUSQUE,Empresa de pequeno porte,N,20260319,4785799,Comércio varejista de outros artigos usados,BRUSQUE,CENTRO I,88350080
65819213000195,R&M GUARDA DE EMBARCACOES E SERVICOS NAUTICOS LTDA,HEMS JET MARINA,Microempresa,N,20260320,5239799,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,BALNEARIO CAMBORIU,NOVA ESPERANCA,88336400
65821827000101,65.821.827 THABNER MELO DE SOUZA,,Microempresa,S,20260321,4321500,Instalação e manutenção elétrica,CAMBORIU,AREIAS,88345134
65855174000181,65.855.174 RAFAEL ALMEIDA MARTINS,,Microempresa,S,20260323,5590699,Outros alojamentos não especificados anteriormente,FLORIANOPOLIS,CAMPECHE,88063288
65869527000100,ASSOCIACAO TRANCA TRILHA OFF ROAD,TRANCA TRILHA OFF ROAD,Demais,,20260317,9499500,Atividades associativas não especificadas anteriormente,GUABIRUBA,PLANICIE ALTA,88360000
65888541000143,65.888.541 FABIO DOLCICIO ALBINO,,Microempresa,S,20260325,4329102,Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre,GUABIRUBA,CENTRO,88360000
65912660000194,65.912.660 ELIANE KELTEL CARDOSO DE SA,,Microempresa,S,20260326,5099801,Transporte aquaviário para passeios turísticos,ILHOTA,MISSOES,88321300
65917183000150,INSTITUTO CONECTA,,Demais,,20251104,9319199,Outras atividades esportivas não especificadas anteriormente,JARAGUA DO SUL,BARRA DO RIO MOLHA,89259795
65932230000134,65.932.230 FERNANDO RHENAN WEBER,,Microempresa,S,20260326,7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",ANTONIO CARLOS,GUIOMAR DE BAIXO,88183820
65939269000183,65.939.269 ENOAR PRESTES DE MEDEIROS,,Microempresa,S,20260327,4330404,Serviços de pintura de edifícios em geral,SAO FRANCISCO DO SUL,UBATUBA,89335608
66036466000155,PRATIC STORE UTILIDADES E DECORACAO LTDA,PRATIC STORE,Microempresa,N,20260324,4755502,Comercio varejista de artigos de armarinho,NAVEGANTES,SAO DOMINGOS,88370665
66068961000146,66.068.961 HERLI ROCHA GOMES JUNIOR,,Microempresa,S,20260403,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista,SAO JOSE,BELA VISTA,88110520
66093414000110,66.093.414 THAINA GONCALVES OLIVEIRA,,Microempresa,S,20260406,3299099,Fabricação de produtos diversos não especificados anteriormente,PALHOCA,BARRA DO ARIRIU,88134407
66120519000111,66.120.519 RICARDO EDEMILSON BAIL FERNANDES,,Microempresa,S,20260407,9512600,Reparação e manutenção de equipamentos de comunicação,CANOINHAS,ALTO DA TIJUCA,89464310
66124766000196,66.124.766 NAVILIO CENCI SOBRINHO,,Microempresa,S,20260407,7721700,Aluguel de equipamentos recreativos e esportivos,FAXINAL DOS GUEDES,CENTRO,89694000
66180077000107,66.180.077 THALLES GOMES PEIXOTO,,Microempresa,S,20260409,7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",CHAPECO,CENTRO,89802212
66218848000108,66.218.848 RAFAEL BORGES DA SILVA,,Microempresa,S,20260413,8219901,Fotocópias,TUBARAO,SANTO ANTONIO DE PADUA,88701495
32974376000789,ADVENTURE COMERCIO E LOCACAO DE EQUIPAMENTOS DE MOBILIDADE LTDA,,Microempresa,N,20260413,7721700,Aluguel de equipamentos recreativos e esportivos,BALNEARIO CAMBORIU,CENTRO,88330681
66245405000106,RC FORMACAO ESPORTIVA LTDA,RC FORMACAO ESPORTIVA,Microempresa,N,20260413,9319199,Outras atividades esportivas não especificadas anteriormente,CRICIUMA,CENTRO,88801500
66274337000103,HORIZON SAFETY TRAINING GLOBAL LTDA,HORIZON SAFETY TRAINING GLOBAL,Microempresa,N,20260415,8599602,Cursos de pilotagem,PENHA,PRAIA DE SAO MIGUEL,88385000
66307798000127,66.307.798 DANIEL FERREIRA PINTO,,Microempresa,S,20260416,3317102,Manutenção e reparação de embarcações para esporte e lazer,SAO FRANCISCO DO SUL,SAO JOSE DO ACARAI,89330450
66396234000108,66.396.234 GUSTAVO ILSON CRISPIM DUNKE,,Microempresa,S,20260422,3230200,Fabricação de artefatos para pesca e esporte,ITAJAI,SAO JOAO,88304310
66420976000121,66.420.976 JULIANA FATIMA DE SIQUEIRA DE LIMA,,Microempresa,S,20260423,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista,CORONEL FREITAS,LOTEAMENTO JARDIM AMERICA,89840000
